"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"North Western","NM8","2018-11-08","1","Bottom Water","0.5","74","0.04","0.49","0.021","0.01","0.17","0.8","94","6.5","4","16.5","7.9","24.9","31.4"
"North Western","NM8","2018-12-06","1","Surface Water","0.5","7","0.03","0.44","0.015","0.012","0.33","2","84","6","<1","4.8","8","23.5","30.9"
"North Western","NM8","2018-12-06","1","Middle Water","0.6","8.2","0.03","0.49","0.008","0.011","0.24","2.6","75","5.4","1","5.4","8","23.5","31.2"
"North Western","NM8","2018-12-06","1","Bottom Water","0.5","13","0.03","0.29","0.008","0.011","0.17","3.4","77","5.4","4","7.2","8","23.4","31.7"
"North Western","NM8","2019-01-23","1","Surface Water","1.1","18","0.03","0.89","0.046","0.01","0.34","1.1","86","6.8","6","10.3","8","18","31.1"
"North Western","NM8","2019-01-23","1","Middle Water","0.6","40","0.04","0.94","0.032","0.011","0.26","1.3","96","7.5","8","14.8","8","18.1","31.8"
"North Western","NM8","2019-01-23","1","Bottom Water","0.9","41","0.04","0.84","0.029","0.012","0.26","1.3","94","7.4","3","17.6","8","18.1","31.8"
"North Western","NM8","2019-02-22","1","Surface Water","0.8","7.6","0.03","0.72","0.055","0.007","0.48","9.2","95","7.2","<1","5.4","8","20.9","27.5"
"North Western","NM8","2019-02-22","1","Middle Water","0.7","7.9","0.03","0.9","0.055","0.004","0.45","7.9","95","7.3","3","4.7","8","20.8","27.7"
"North Western","NM8","2019-02-22","1","Bottom Water","0.7","7.1","0.03","1.12","0.051","0.003","0.46","7.4","94","7.1","<1","5.9","8","20.7","28.4"
"North Western","NM8","2019-03-04","1","Surface Water","0.9","2.7","<0.02","0.74","0.029","0.004","0.44","8.5","102","7.8","3","1.4","8.3","21.1","27.4"
"North Western","NM8","2019-03-04","1","Middle Water","2.3","5.1","0.02","0.86","0.025","<0.002","0.35","19","114","8.6","<1","2.1","8.2","20.7","29.8"
"North Western","NM8","2019-03-04","1","Bottom Water","1.5","13","<0.02","0.92","0.009","<0.002","0.11","14","115","8.6","<1","2.4","8.2","20.4","31.6"
"North Western","NM8","2019-04-03","1","Surface Water","0.6","11","<0.02","0.5","0.068","0.005","0.35","0.9","86","6.2","1","2.8","7.9","23","30.2"
"North Western","NM8","2019-04-03","1","Middle Water","0.6","12","0.02","0.52","0.064","0.009","0.3","1","71","5.2","2","2.7","7.9","22.5","30.2"
"North Western","NM8","2019-04-03","1","Bottom Water","0.4","14","0.02","0.45","0.06","0.006","0.28","0.8","75","5.4","2","3.5","7.9","22.4","30.7"
"North Western","NM8","2019-05-15","1","Surface Water","2.6","18","0.03","0.73","0.019","0.009","0.51","18","145","10.3","2","4.5","8","26.2","22.8"
"North Western","NM8","2019-05-15","1","Middle Water","1.5","18","0.03","0.84","0.023","0.004","0.48","11","111","7.9","1","5.9","7.9","25.6","23.6"
"North Western","NM8","2019-05-15","1","Bottom Water","1.6","16","0.03","0.61","0.05","<0.002","0.35","5.2","114","8.1","2","9.5","7.8","24.6","27.6"
"North Western","NM8","2019-06-20","1","Surface Water","0.5","8.3","0.03","1.25","0.052","0.023","0.78","3","70","4.9","9","4.5","7.6","29.3","15.5"
"North Western","NM8","2019-06-20","1","Middle Water","0.5","12","0.03","0.78","0.066","0.009","0.55","3.4","61","4.2","4","4","7.7","28","21.8"
"North Western","NM8","2019-06-20","1","Bottom Water","0.3","13","0.02","1.15","0.071","0.013","0.33","1.8","67","4.6","10","4.4","7.7","27.7","26.2"
"North Western","NM8","2019-07-03","1","Surface Water","0.9","5.6","<0.02","0.63","0.027","0.013","0.51","13","92","6.1","13","21.1","8.9","32.3","17.5"
"North Western","NM8","2019-07-03","1","Middle Water","0.6","8.5","<0.02","0.6","0.023","0.013","0.51","16","73","4.8","5","20.3","8.8","32.2","17.6"
"North Western","NM8","2019-07-03","1","Bottom Water","0.4","10","<0.02","0.58","0.023","0.012","0.5","8.7","74","4.9","5","14.2","8.7","32","18.8"
"North Western","NM8","2019-08-17","1","Surface Water","0.7","7","0.04","1.2","0.008","0.031","0.96","2.7","86","6","<1","3.8","8.1","29.8","16.9"
"North Western","NM8","2019-08-17","1","Middle Water","0.5","10","0.04","0.54","0.018","0.017","0.28","1.3","56","3.7","2","4.5","8","27.7","31"
"North Western","NM8","2019-08-17","1","Bottom Water","0.6","34","0.05","0.41","0.022","0.018","0.23","0.9","43","2.8","1","8.6","8","27.3","32.3"
"North Western","NM8","2019-09-04","1","Surface Water","0.3","21","0.04","0.9","0.018","0.024","0.5","0.5","88","6","15","6.8","8.1","27.9","24.7"
"North Western","NM8","2019-09-04","1","Middle Water","0.3","14","0.04","0.8","0.026","0.025","0.52","0.8","66","4.5","13","7.1","8.1","27.8","25.3"
"North Western","NM8","2019-09-04","1","Bottom Water","0.2","48","0.05","0.79","0.05","0.018","0.35","0.7","76","5.1","5","18.3","8.1","27.4","29.3"
"North Western","NM8","2019-10-11","1","Surface Water","4.6","26","0.03","0.86","0.01","0.008","0.5","24","125","8.4","1","4.8","8.3","30.5","19.3"
"North Western","NM8","2019-10-11","1","Middle Water","1.2","15","0.04","0.74","0.006","0.003","0.33","13","136","9","<1","7.4","7.9","29.3","26.1"
"North Western","NM8","2019-10-11","1","Bottom Water","0.5","23","0.04","0.82","0.023","0.004","0.23","4.5","87","5.6","2","15.7","7.9","29","30.3"
"North Western","NM8","2019-11-11","1","Surface Water","1.6","5.6","0.05","0.69","0.013","0.006","0.15","10","94","6.4","97","3.6","8","25.5","31.8"
"North Western","NM8","2019-11-11","1","Middle Water","1.5","6","0.04","0.35","0.018","0.007","0.11","11","103","7.1","76","4.1","8","25.3","32.2"
"North Western","NM8","2019-11-11","1","Bottom Water","1.3","5.9","0.05","0.48","0.026","0.008","0.1","8.5","122","8.4","38","4.1","8","25.2","32.5"
"North Western","NM8","2019-12-13","1","Surface Water","0.5","19","0.03","0.54","0.059","0.007","0.2","2","92","6.9","27","12.6","8.2","19.8","32.8"
"North Western","NM8","2019-12-13","1","Middle Water","0.4","17","0.07","0.38","0.043","0.007","0.15","1.5","92","7","70","13.8","8.2","19.7","32.8"
"North Western","NM8","2019-12-13","1","Bottom Water","0.4","24","0.13","0.54","0.047","0.014","0.21","1.9","92","6.9","77","14","8.2","19.7","32.9"
"North Western","NM8","2020-01-10","1","Surface Water","0.5","14","0.04","0.98","0.091","0.019","0.49","1.7","87","6.5","15","4.4","8.2","20.6","30.6"
"North Western","NM8","2020-01-10","1","Middle Water","0.6","18","0.05","0.8","0.084","0.007","0.4","2","88","6.6","11","7.1","8.2","20.5","30.8"
"North Western","NM8","2020-01-10","1","Bottom Water","0.3","16","0.06","0.5","0.092","0.014","0.37","1.8","90","6.8","10","7.4","8.2","20.2","31.3"
"North Western","NM8","2020-04-16","1","Surface Water","0.7","4.4","0.03","1.05","0.032","0.022","0.75","3.9","93","7","<1","3.6","7.7","23.1","23.9"
"North Western","NM8","2020-04-16","1","Middle Water","0.9","4.6","0.03","0.66","0.024","0.022","0.5","4.1","92","6.9","<1","3.9","7.8","21.9","28.7"
"North Western","NM8","2020-04-16","1","Bottom Water","0.7","6.7","0.04","1.04","0.032","0.015","0.46","4.7","98","7.2","<1","5.9","7.7","21.3","31.8"
"North Western","NM8","2020-05-29","1","Surface Water","0.9","0.8","0.03","0.83","0.019","0.02","0.8","1","75","5.2","<1","3.5","7.8","27.5","24"
"North Western","NM8","2020-05-29","1","Middle Water","0.9","2.6","0.04","0.87","0.02","0.017","0.68","1.2","79","5.5","1","3.4","7.8","26.9","26.6"
"North Western","NM8","2020-05-29","1","Bottom Water","0.7","3.3","0.04","0.79","0.023","0.015","0.66","1.7","65","4.5","1","9.5","7.8","26.3","29.2"
"North Western","NM8","2020-06-05","1","Surface Water","0.2","20","0.03","0.8","0.016","0.014","0.77","0.5","70","4.9","16","10.8","7.8","28","20.3"
"North Western","NM8","2020-06-05","1","Middle Water","0.5","23","0.02","0.92","0.014","0.018","0.78","1.5","71","4.9","11","20.9","7.8","27.3","24.2"
"North Western","NM8","2020-06-05","1","Bottom Water","0.3","45","0.04","0.73","0.019","0.014","0.7","1.5","60","4.1","5","38.2","7.8","26.7","26.8"
"North Western","NM8","2020-07-13","1","Surface Water","1.3","8.3","0.08","1.37","0.02","0.023","1.2","9.1","104","7.3","<1","4.4","8.1","30.6","10.3"
"North Western","NM8","2020-07-13","1","Middle Water","1.2","8.6","0.07","1.52","0.03","0.032","1.19","16","98","7","8","4.1","8.2","29.8","12.2"
"North Western","NM8","2020-07-13","1","Bottom Water","1.1","15","0.06","1.54","0.048","0.018","0.8","14","93","6.6","8","11","7.8","27.1","20.3"
"North Western","NM8","2020-09-25","1","Surface Water","0.5","5.6","0.35","0.8","0.018","0.029","0.68","1.3","79","5.3","6","6.9","7.8","29.6","24.3"
"North Western","NM8","2020-09-25","1","Middle Water","0.4","4.8","0.08","0.79","0.021","0.029","0.65","1.3","82","5.5","3","7.6","7.8","29.5","24.7"
"North Western","NM8","2020-09-25","1","Bottom Water","0.4","6.9","0.08","0.76","0.036","0.023","0.47","1.4","81","5.3","4","10.1","7.9","29.2","30"
"North Western","NM8","2020-10-07","1","Surface Water","0.5","10","0.11","0.63","0.03","0.014","0.29","2.2","80","5.4","6","4.7","8","27.8","28.9"
"North Western","NM8","2020-10-07","1","Middle Water","0.5","25","0.06","0.57","0.033","0.014","0.23","2.2","88","5.8","2","11","8","28.5","31"
"North Western","NM8","2020-10-07","1","Bottom Water","0.4","37","0.08","0.51","0.031","0.014","0.21","2.4","86","5.6","4","31.8","8","28.6","31.4"
"North Western","NM8","2020-11-18","1","Surface Water","0.7","8.2","0.06","0.41","0.047","0.015","0.33","1.7","112","8","<1","8.6","7.9","23.7","30.3"
"North Western","NM8","2020-11-18","1","Middle Water","0.8","9.8","0.06","0.39","0.046","0.019","0.33","0.8","86","6.1","<1","10.7","7.9","23.5","30.7"
"North Western","NM8","2020-11-18","1","Bottom Water","0.6","14","0.1","0.75","0.037","0.017","0.28","0.9","91","6.4","2","15.9","7.9","23.4","31.9"
"North Western","NM8","2021-02-17","1","Surface Water","1.8","10","0.05","1.05","0.098","<0.002","0.31","1.4","70","5.4","<1","4.6","8","19.9","28.9"
"North Western","NM8","2021-02-17","1","Middle Water","2.2","26","0.05","0.95","0.082","0.006","0.19","6.2","72","5.6","<1","13.7","7.9","19.2","31"
"North Western","NM8","2021-02-17","1","Bottom Water","1.4","32","0.12","1.1","0.073","0.006","0.17","3.1","73","5.6","2","25.1","7.9","19.1","31.6"
"North Western","NM8","2021-03-04","1","Surface Water","0.7","30","0.08","0.67","0.084","0.008","0.15","0.8","66","4.9","<1","20.4","7.8","20.3","32.1"
"North Western","NM8","2021-03-04","1","Middle Water","0.6","52","0.08","0.89","0.12","0.007","0.18","0.8","65","4.9","3","36.9","7.8","20.4","32.2"
"North Western","NM8","2021-03-04","1","Bottom Water","0.6","45","0.07","0.54","0.08","0.008","0.14","1.5","67","5","2","71.8","7.8","20.4","32.2"
"North Western","NM8","2021-04-08","1","Surface Water","1.5","3.9","0.03","0.67","0.077","0.006","0.28","8.1","69","4.8","<1","8.2","7.6","24.5","30.4"
"North Western","NM8","2021-04-08","1","Middle Water","1","3.8","0.04","0.62","0.071","0.013","0.27","5.4","69","4.8","2","5.4","7.6","24.5","30.6"
"North Western","NM8","2021-04-08","1","Bottom Water","0.7","5.9","0.03","0.55","0.065","0.005","0.22","3.5","69","4.8","<1","8.4","7.6","24.4","31.3"
"North Western","NM8","2021-05-13","1","Surface Water","0.9","3.2","N/A","N/A","0.038","0.006","0.53","4.9","71","4.8","<1","6.1","7.6","28.4","23.2"
"North Western","NM8","2021-05-13","1","Middle Water","0.9","3.9","N/A","N/A","0.052","0.005","0.48","5.5","70","4.8","1","5.9","7.6","27.9","23.7"
"North Western","NM8","2021-05-13","1","Bottom Water","0.7","3","N/A","N/A","0.059","0.009","0.42","3.2","66","4.5","3","8.2","7.5","26.6","28.8"
"North Western","NM8","2021-06-07","1","Surface Water","1.1","3.6","N/A","N/A","0.041","0.006","0.67","18","76","5.2","1","6.3","7.6","28.2","23.2"
"North Western","NM8","2021-06-07","1","Middle Water","1","3.3","N/A","N/A","0.039","0.006","0.62","16","79","5.5","1","5.6","7.6","27.2","24.2"
"North Western","NM8","2021-06-07","1","Bottom Water","0.6","12","N/A","N/A","0.017","0.011","0.42","6.3","67","4.6","2","12.2","7.4","25.4","31.2"
"North Western","NM8","2021-07-08","1","Surface Water","0.9","5.6","N/A","N/A","0.012","0.019","1.29","13","65","4.6","<1","8","7.5","30","10.7"
"North Western","NM8","2021-07-08","1","Middle Water","1.4","6.9","N/A","N/A","0.019","0.014","1.2","25","69","4.8","1","5.7","7.6","29.4","15.2"
"North Western","NM8","2021-07-08","1","Bottom Water","0.9","16","N/A","N/A","0.04","0.011","0.96","15","72","5","3","21.2","7.3","27.7","23.8"
"North Western","NM8","2021-08-19","1","Surface Water","1.2","6.7","N/A","N/A","0.026","<0.002","0.86","8","68","4.7","<1","4.2","7.4","29.5","19.4"
"North Western","NM8","2021-08-19","1","Middle Water","0.8","4.5","N/A","N/A","0.041","<0.002","0.63","7.8","69","4.7","1","7.9","7.2","27.4","25.1"
"North Western","NM8","2021-08-19","1","Bottom Water","0.6","8.6","N/A","N/A","0.052","0.015","0.53","5.7","56","3.9","<1","10.5","7.2","26.4","28.7"
"North Western","NM8","2021-09-03","1","Surface Water","0.8","11","N/A","N/A","0.046","0.017","0.91","2.2","67","5","<1","7.6","7.3","28.4","25.7"
"North Western","NM8","2021-09-03","1","Middle Water","0.5","5.7","N/A","N/A","0.052","0.017","0.69","2.8","59","4.1","<1","8","7.3","27.5","28.7"
"North Western","NM8","2021-09-03","1","Bottom Water","0.6","6","N/A","N/A","0.058","0.009","0.75","1.7","51","3.4","<1","7.8","7.3","27.3","29.1"
"North Western","NM8","2021-10-25","1","Surface Water","<0.1","16","N/A","N/A","0.023","0.009","0.09","1","86","5.8","9","15.9","8","25.3","33.1"
"North Western","NM8","2021-10-25","1","Middle Water","0.4","34","N/A","N/A","0.028","0.006","0.08","1","75","5.1","7","22.7","8","25.3","33.1"
"North Western","NM8","2021-10-25","1","Bottom Water","0.1","31","N/A","N/A","0.025","0.008","0.08","1","87","6","5","32.7","8","25.3","33.2"
"North Western","NM8","2021-11-15","1","Surface Water","1.3","5.6","0.07","0.44","0.035","0.016","0.14","6.1","93","6.5","<1","18.6","7.7","23.8","32.8"
"North Western","NM8","2021-11-15","1","Middle Water","6","7","0.07","0.39","0.038","0.007","0.13","6.6","87","6.1","1","8.3","7.7","23.8","32.8"
"North Western","NM8","2021-11-15","1","Bottom Water","0.7","7.8","0.07","0.27","0.039","0.007","0.13","6.9","99","6.9","2","10","7.7","23.8","33.1"
"North Western","NM8","2021-12-03","1","Surface Water","1.1","15","0.03","0.49","0.038","0.013","0.12","2.4","76","5.6","3","12.4","7.7","20.8","33.6"
"North Western","NM8","2021-12-03","1","Middle Water","1.1","18","0.03","0.65","0.044","0.015","0.13","2.1","89","6.5","2","15.3","7.7","21.3","33.7"
"North Western","NM8","2021-12-03","1","Bottom Water","0.6","24","0.03","0.66","0.04","0.015","0.13","2.3","89","6.5","1","18.6","7.7","21.3","33.7"
"North Western","NM8","2022-01-14","1","Surface Water","0.5","8.5","0.02","0.5","0.029","0.012","0.11","1.5","76","5.8","8","10.8","7.5","19.2","34"
"North Western","NM8","2022-01-14","1","Middle Water","0.5","7.8","0.03","0.35","0.04","0.011","0.12","1.6","76","5.7","4","10.4","7.5","19.5","33.9"
"North Western","NM8","2022-01-14","1","Bottom Water","0.5","7.2","0.02","0.3","0.038","0.011","0.11","1.3","88","6.6","6","10.9","7.6","19.5","34"
"North Western","NM8","2022-02-23","1","Surface Water","0.7","3.3","0.07","0.93","0.086","0.017","0.2","0.8","86","7.1","2","9","7.5","15.2","30.8"
"North Western","NM8","2022-02-23","1","Middle Water","0.7","4.3","0.07","1.18","0.083","<0.002","0.17","1","80","6.6","3","8.8","7.5","15.3","31.1"
"North Western","NM8","2022-02-23","1","Bottom Water","0.8","11","0.08","1.22","0.08","0.004","0.2","1.1","90","7.4","3","15.4","7.5","15.5","31.7"
"North Western","NM8","2022-04-07","1","Surface Water","0.8","9.3","0.03","0.72","0.12","0.008","0.62","1.4","90","6.9","<1","13.1","7.7","21.8","24.5"
"North Western","NM8","2022-04-07","1","Middle Water","0.6","11","0.03","0.38","0.084","<0.002","0.3","1.8","83","6.2","<1","7.2","7.8","20.8","29.5"
"North Western","NM8","2022-04-07","1","Bottom Water","0.7","11","0.04","0.3","0.093","<0.002","0.26","0.8","88","6.6","2","12.9","7.8","20.5","31.1"
"North Western","NM8","2022-05-11","1","Surface Water","<0.1","1.4","0.04","0.51","0.1","<0.002","0.37","3.4","93","6.8","90","7.7","8","25.4","20.2"
"North Western","NM8","2022-05-11","1","Middle Water","<0.1","3.8","0.04","0.38","0.082","<0.002","0.3","5.7","92","6.6","79","7.8","8","25.3","23.9"
"North Western","NM8","2022-05-11","1","Bottom Water","<0.1","5.2","0.03","0.34","0.09","<0.002","0.21","1.8","88","6.2","29","9.3","8","25.2","26.7"
"North Western","NM8","2022-06-23","1","Surface Water","<0.1","12","0.07","1.66","<0.005","<0.002","1.48","1.1","70","5.4","180","33","7.6","27.9","2.6"
"North Western","NM8","2022-06-23","1","Middle Water","<0.1","14","0.04","1.47","0.009","<0.002","1.38","1.3","73","5.5","320","17.9","7.6","27","9.2"
"North Western","NM8","2022-06-23","1","Bottom Water","<0.1","13","0.04","1.13","0.023","<0.002","1.1","<0.2","43","3","270","11.2","7.8","25.7","27.9"
"North Western","NM8","2022-07-14","1","Surface Water","0.2","4.8","0.07","1.13","<0.005","<0.002","0.95","1.7","82","5.7","13","9.5","7.9","28.7","17.2"
"North Western","NM8","2022-07-14","1","Middle Water","0.2","8.1","0.03","1.01","0.02","<0.002","0.83","1.7","77","5.3","12","11","7.8","28.6","19.2"
"North Western","NM8","2022-07-14","1","Bottom Water","<0.1","9.2","0.03","0.68","0.018","<0.002","0.65","1","68","4.7","8","15.6","7.8","27.3","26.3"
"North Western","NM8","2022-08-29","1","Surface Water","0.8","5.2","0.05","0.66","0.021","<0.002","0.58","2.2","79","5.3","<1","50","7.4","29.4","23.9"
"North Western","NM8","2022-08-29","1","Middle Water","0.5","7","0.05","0.51","0.034","0.011","0.46","1.9","67","4.5","6","93.8","7.4","28.7","27"
"North Western","NM8","2022-08-29","1","Bottom Water","0.4","7.9","0.05","0.43","0.039","0.012","0.39","1.9","66","4.3","2","93.6","7.4","28.4","29"
"North Western","NM8","2022-09-08","1","Surface Water","0.8","16","0.07","0.44","0.034","0.003","0.23","7","78","5.2","<1","153.7","7.4","28.4","29.6"
"North Western","NM8","2022-09-08","1","Middle Water","0.9","20","0.08","0.51","0.027","<0.002","0.22","11","90","6","1","205.7","7.4","28.1","29.6"
"North Western","NM8","2022-09-08","1","Bottom Water","0.9","30","0.08","0.53","0.033","0.005","0.22","11","91","6","<1","258.6","7.4","28.1","29.7"
"North Western","NM8","2022-10-07","1","Surface Water","0.2","18","0.06","0.35","0.044","0.018","0.33","1.6","68","4.4","1","4.3","8","29.1","30.8"
"North Western","NM8","2022-10-07","1","Middle Water","<0.1","25","0.07","0.5","0.043","0.019","0.31","1.5","83","5.4","1","4.3","7.9","29.1","30.9"
"North Western","NM8","2022-10-07","1","Bottom Water","<0.1","32","0.09","0.45","0.042","0.019","0.31","1.7","84","5.4","<1","4.3","8","29.1","31"
"North Western","NM8","2022-11-17","1","Surface Water","0.1","8.4","0.12","0.92","0.037","0.021","0.45","1","67","4.7","<1","94.6","7.2","24.4","30.8"
"North Western","NM8","2022-11-17","1","Middle Water","0.1","8.3","0.09","0.84","0.03","0.019","0.42","1.1","86","6","<1","125.4","7.2","24.1","30.9"
"North Western","NM8","2022-11-17","1","Bottom Water","<0.1","16","0.09","0.83","0.024","0.018","0.36","0.7","87","6.1","1","94.7","7.2","24","31.4"
"North Western","NM8","2022-12-07","1","Surface Water","0.1","9.1","0.06","0.81","0.053","0.009","0.12","0.9","77","5.6","2","8.4","7.5","21.5","32.3"
"North Western","NM8","2022-12-07","1","Middle Water","0.2","16","0.06","0.83","0.048","<0.002","0.1","0.9","85","6.2","<1","10.8","7.5","21.5","32.5"
"North Western","NM8","2022-12-07","1","Bottom Water","0.2","14","0.06","0.82","0.051","<0.002","0.09","0.9","87","6.4","<1","14.4","7.5","21.5","32.9"
"North Western","NM8","2023-01-05","1","Surface Water","0.3","17","0.09","0.73","0.014","0.012","0.14","0.5","80","6.1","1","9.9","7.4","18.4","33"
"North Western","NM8","2023-01-05","1","Middle Water","0.4","18","0.07","0.77","0.014","0.011","0.1","0.6","90","7","3","12.8","7.4","18.1","33.2"
"North Western","NM8","2023-01-05","1","Bottom Water","0.4","16","0.07","0.52","0.012","0.011","0.11","0.6","89","6.9","2","14.4","7.4","18.1","33.2"
"North Western","NM8","2023-02-10","1","Surface Water","1.2","6.7","0.05","0.85","0.018","0.006","0.2","7.8","102","7.9","<1","3.2","7.7","18.6","31.6"
"North Western","NM8","2023-02-10","1","Middle Water","1.4","7","0.04","0.87","0.032","<0.002","0.18","7.7","117","9.1","1","5.9","7.7","18.4","32.2"
"North Western","NM8","2023-02-10","1","Bottom Water","1.2","18","0.06","0.35","0.026","<0.002","0.14","7.6","112","8.7","<1","14.5","7.7","18.3","32.5"
"North Western","NM8","2023-03-20","1","Surface Water","0.6","6.8","0.06","0.55","0.036","0.008","0.23","2","95","6.9","<1","4.2","7.3","22","31.1"
"North Western","NM8","2023-03-20","1","Middle Water","0.9","9.4","0.06","0.43","0.042","0.009","0.17","2.5","100","7.3","2","6.5","7.3","21.7","31.6"
"North Western","NM8","2023-03-20","1","Bottom Water","0.6","12","0.06","0.48","0.11","0.016","0.31","0.7","100","7.4","<1","6.5","7.3","21.5","32.1"
"North Western","NM8","2023-04-21","1","Surface Water","0.3","6.2","0.05","0.6","0.062","<0.002","0.43","2.5","89","6.4","4","5.1","7.1","23.9","28.7"
"North Western","NM8","2023-04-21","1","Middle Water","0.3","7.2","0.04","0.66","0.055","<0.002","0.35","1.1","91","6.5","1","9.3","7.2","23.8","30"
"North Western","NM8","2023-04-21","1","Bottom Water","0.5","9.5","0.03","0.63","0.046","<0.002","0.27","3.4","91","6.5","2","11.5","7.2","23.7","30.9"
"North Western","NM8","2023-05-12","1","Surface Water","0.4","4.6","0.04","1.09","0.057","<0.002","0.39","1.2","91","6.3","2","4.3","7.4","24.8","30.1"
"North Western","NM8","2023-05-12","1","Middle Water","0.2","9.4","0.05","0.71","0.059","<0.002","0.3","1","87","6","7","9.1","7.4","24.8","32.1"
"North Western","NM8","2023-05-12","1","Bottom Water","0.1","16","0.06","0.76","0.06","<0.002","0.24","1","85","5.9","4","22.4","7.4","24.8","32.4"
"North Western","NM8","2023-06-14","1","Surface Water","2","6","0.04","1.47","0.015","0.019","1.09","30","111","7.8","<1","5.1","8.6","30.2","13.7"
"North Western","NM8","2023-06-14","1","Middle Water","1.9","6.4","0.04","1.41","0.032","0.015","1.06","25","144","10","<1","5.3","8.4","30","15.2"
"North Western","NM8","2023-06-14","1","Bottom Water","1.3","8.6","0.04","1.24","0.033","0.014","0.87","12","174","11.9","1","6.8","8.1","29.6","19.3"
"North Western","NM8","2023-07-12","1","Surface Water","2.7","6.4","0.05","1.35","0.038","0.021","1","26","142","9.8","<1","4.3","8.4","30.9","14.8"
"North Western","NM8","2023-07-12","1","Middle Water","2.4","2.7","0.05","1.32","0.046","0.018","0.94","30","162","11.1","<1","5.1","8.4","30","17.1"
"North Western","NM8","2023-07-12","1","Bottom Water","2.2","6.6","0.05","1.28","0.047","0.016","0.95","27","106","7.3","1","7","8.1","28.1","23.7"
"North Western","NM8","2023-08-16","1","Surface Water","0.6","5.4","0.04","0.83","0.03","0.005","0.67","0.6","99","6.6","2","4.3","7.9","29.5","25.2"
"North Western","NM8","2023-08-16","1","Middle Water","0.6","6.3","0.04","0.73","0.029","0.005","0.6","0.5","83","5.6","<1","5.5","7.9","28.6","26.2"
"North Western","NM8","2023-08-16","1","Bottom Water","0.2","18","0.07","0.6","0.047","0.011","0.47","0.5","55","3.7","4","5.7","7.8","26.7","30.9"
"North Western","NM8","2023-09-07","1","Surface Water","0.3","3.6","0.19","1.28","0.017","0.031","1.15","1.1","80","5.6","4","1.4","7.6","27.9","19.8"
"North Western","NM8","2023-09-07","1","Middle Water","0.1","5.7","0.09","1.06","0.02","0.026","0.92","1.5","78","5.4","3","1.6","7.6","26.9","26"
"North Western","NM8","2023-09-07","1","Bottom Water","0.2","15","0.08","0.79","0.011","0.02","0.66","0.9","69","4.8","7","2.5","7.6","25.7","31.1"
"North Western","NM8","2023-10-19","1","Surface Water","0.2","13","0.05","0.22","0.023","0.039","0.07","1.4","73","4.9","2","1.3","7.7","26.5","31.7"
"North Western","NM8","2023-10-19","1","Middle Water","0.1","14","0.05","0.17","0.024","0.015","0.07","0.8","86","5.8","<1","1.2","7.7","26.6","31.8"
"North Western","NM8","2023-10-19","1","Bottom Water","0.1","30","0.05","0.25","0.029","0.014","0.06","1","87","5.8","2","1.3","7.7","26.6","31.9"
"North Western","NM8","2023-11-20","1","Surface Water","0.5","8.9","0.09","0.42","0.016","0.012","0.25","0.6","79","5.7","<1","2.5","8.2","23.1","31.1"
"North Western","NM8","2023-11-20","1","Middle Water","0.5","11","0.09","0.42","0.024","0.012","0.23","0.9","93","6.6","<1","3","8.2","23","31.4"
"North Western","NM8","2023-11-20","1","Bottom Water","0.5","11","0.08","0.38","0.03","0.02","0.21","0.7","89","6.4","1","3","8.2","23","31.9"
"North Western","NM8","2023-12-02","1","Surface Water","0.4","13","0.05","0.46","0.009","0.011","0.22","0.8","91","6.5","3","4.8","8","23","31.7"
"North Western","NM8","2023-12-02","1","Middle Water","0.4","21","0.12","0.59","0.012","0.013","0.2","1.2","89","6.4","3","6","8","23.1","31.8"
"North Western","NM8","2023-12-02","1","Bottom Water","0.5","28","0.08","0.47","0.015","0.012","0.22","0.9","90","6.4","3","13.9","8","23.1","32"
"North Western","NM8","2024-01-17","1","Surface Water","0.8","4.7","0.03","0.33","0.028","<0.002","0.17","2.5","84","6.3","<1","1.1","8.2","20.2","31.7"
"North Western","NM8","2024-01-17","1","Middle Water","0.7","5.7","0.03","0.23","0.028","<0.002","0.15","3.2","102","7.7","1","1.2","8.2","20.1","32.1"
"North Western","NM8","2024-01-17","1","Bottom Water","0.8","8.8","0.03","0.23","0.024","<0.002","0.14","2.9","98","7.4","1","4.1","8.2","20.1","32.4"
"North Western","NM8","2024-02-24","1","Surface Water","0.8","3.6","0.04","0.54","0.069","0.006","0.44","1.8","91","6.9","2","1.3","8.2","20.3","29.6"
"North Western","NM8","2024-02-24","1","Middle Water","1.1","3.2","0.04","0.58","0.069","0.008","0.42","1.4","94","7.1","<1","1.8","8.2","20.3","31"
"North Western","NM8","2024-02-24","1","Bottom Water","1.1","11","0.04","0.53","0.065","0.007","0.33","2.3","93","6.9","1","2.4","8.2","20.4","32.2"
"North Western","NM8","2024-03-14","1","Surface Water","0.1","4.6","0.06","0.22","0.044","0.004","0.1","1.3","78","5.8","<1","10","8","19.9","33.9"
