"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Western Buffer","WM4","2014-09-22","1","Surface Water","1.1","3.9","0.03","0.38","0.062","0.022","0.21","<0.2","48","3.1","150","4","7.6","28.5","32.4"
"Western Buffer","WM4","2014-09-22","1","Middle Water","0.3","7.5","0.03","0.34","0.064","0.022","0.21","1.3","74","4.8","130","6","7.6","28.5","32.5"
"Western Buffer","WM4","2014-09-22","1","Bottom Water","0.2","17","0.03","0.3","0.044","0.019","0.17","0.3","74","4.8","260","9.3","7.6","28.4","32.6"
"Western Buffer","WM4","2014-10-09","1","Surface Water","0.3","5.1","0.04","0.34","0.079","0.022","0.27","0.9","72","4.6","130","7","7.7","28.8","31.9"
"Western Buffer","WM4","2014-10-09","1","Middle Water","0.3","20","0.04","0.28","0.077","0.021","0.22","1.3","78","5.1","280","15","7.7","28.8","32.2"
"Western Buffer","WM4","2014-10-09","1","Bottom Water","0.3","23","0.04","0.28","0.073","0.019","0.21","1","80","5.1","190","21.7","7.7","28.8","32.4"
"Western Buffer","WM4","2014-11-14","1","Surface Water","0.6","2.5","0.03","0.4","0.05","0.006","0.2","9.8","65","4.5","110","5.3","8","24.7","32.6"
"Western Buffer","WM4","2014-11-14","1","Middle Water","0.5","6.2","0.03","0.3","0.052","0.006","0.17","10","97","6.7","150","4.8","8.1","24.8","32.8"
"Western Buffer","WM4","2014-11-14","1","Bottom Water","0.6","9","0.02","0.35","0.06","0.012","0.18","15","99","6.8","290","5.8","8.1","24.8","32.8"
"Western Buffer","WM4","2014-12-03","1","Surface Water","0.6","2.6","0.03","0.37","0.15","0.019","0.21","3.3","85","6","80","2.2","7.9","23.2","32.4"
"Western Buffer","WM4","2014-12-03","1","Middle Water","0.6","2.9","0.03","0.32","0.14","0.017","0.19","3.3","89","6.3","360","2","7.9","23.2","32.4"
"Western Buffer","WM4","2014-12-03","1","Bottom Water","0.5","2.3","0.03","0.36","0.13","0.018","0.18","2.6","90","6.4","260","3","7.9","23.2","32.4"
"Western Buffer","WM4","2015-01-07","1","Surface Water","1.3","3.1","0.04","0.62","0.14","0.011","0.26","3","69","5.4","62","9","7.9","18.1","31.6"
"Western Buffer","WM4","2015-01-07","1","Middle Water","1.3","2.6","0.03","0.53","0.15","0.007","0.27","1.9","99","7.8","77","7.6","7.9","18.1","31.6"
"Western Buffer","WM4","2015-01-07","1","Bottom Water","0.9","3.2","0.03","0.48","0.15","0.008","0.26","2","98","7.6","130","8.1","7.9","18.1","31.7"
"Western Buffer","WM4","2015-02-05","1","Surface Water","0.7","12","0.04","0.7","0.18","0.026","0.4","1.6","88","7","110","2.4","7.7","17.3","31"
"Western Buffer","WM4","2015-02-05","1","Middle Water","0.6","3.2","0.03","0.52","0.15","0.023","0.34","2.6","91","7.3","200","2.3","7.7","17.2","31.3"
"Western Buffer","WM4","2015-02-05","1","Bottom Water","0.7","3.8","0.03","0.52","0.14","0.022","0.3","2.7","93","7.4","200","3.5","7.8","17.2","31.5"
"Western Buffer","WM4","2015-03-20","1","Surface Water","0.4","6.1","0.03","0.74","0.18","0.023","0.46","3.2","86","6.5","8","3","7.8","19.9","30.9"
"Western Buffer","WM4","2015-03-20","1","Middle Water","0.5","5.3","0.03","0.6","0.16","0.022","0.39","0.5","87","6.6","83","3.1","7.8","19.4","31.6"
"Western Buffer","WM4","2015-03-20","1","Bottom Water","0.4","5.1","0.03","0.6","0.22","0.019","0.42","0.8","88","6.7","200","2.8","7.8","19.3","31.9"
"Western Buffer","WM4","2015-04-17","1","Surface Water","0.9","1.8","0.03","0.46","0.1","0.006","0.3","1.2","81","5.8","22","1.6","7.8","22.8","31.8"
"Western Buffer","WM4","2015-04-17","1","Middle Water","0.7","2.6","0.03","0.42","0.11","0.004","0.28","1.2","88","6.3","81","4.3","7.8","22.4","32"
"Western Buffer","WM4","2015-04-17","1","Bottom Water","0.7","2","0.03","0.39","0.11","0.004","0.26","0.7","86","6.2","54","2.4","7.8","22.3","32.5"
"Western Buffer","WM4","2015-05-13","1","Surface Water","1.2","2.4","0.04","0.98","0.17","0.006","0.67","1.5","84","5.9","41","4.4","8.1","25.6","25.9"
"Western Buffer","WM4","2015-05-13","1","Middle Water","0.6","5","0.03","0.54","0.13","0.007","0.36","2.8","69","4.8","81","4.4","8","24.5","31.5"
"Western Buffer","WM4","2015-05-13","1","Bottom Water","0.2","5.3","0.02","0.42","0.11","0.011","0.26","0.6","68","4.7","79","6.4","8","24.2","32.3"
"Western Buffer","WM4","2015-06-11","1","Surface Water","0.8","1.7","0.06","1.44","0.053","0.031","1.21","2.5","77","5.4","10","12.7","7.8","28","19.1"
"Western Buffer","WM4","2015-06-11","1","Middle Water","0.9","5","0.06","0.87","0.064","0.024","0.63","2.7","39","2.7","270","15.3","7.7","24.7","31.7"
"Western Buffer","WM4","2015-06-11","1","Bottom Water","0.2","5.8","0.04","0.48","0.06","0.017","0.27","1.6","36","2.5","340","18.6","7.7","24.1","33.4"
"Western Buffer","WM4","2015-07-16","1","Surface Water","0.3","4.1","0.04","0.57","0.099","0.022","0.32","2.7","68","4.6","80","4.3","8.1","27","30.3"
"Western Buffer","WM4","2015-07-16","1","Middle Water","<0.1","6.2","0.04","0.45","0.1","0.021","0.26","2.3","62","4.2","280","5.6","8.1","26","31.5"
"Western Buffer","WM4","2015-07-16","1","Bottom Water","<0.1","8.6","0.04","0.35","0.081","0.017","0.2","1.4","58","4","220","6.9","8.2","25.5","32.4"
"Western Buffer","WM4","2015-08-07","1","Surface Water","1.7","18","0.1","0.76","0.05","0.01","0.46","16","88","6","21","3.4","7.9","26.7","28"
"Western Buffer","WM4","2015-08-07","1","Middle Water","0.7","0.8","0.06","0.52","0.056","0.022","0.35","7.2","57","4","210","3.5","7.7","24.9","31.3"
"Western Buffer","WM4","2015-08-07","1","Bottom Water","0.5","2.4","0.06","0.45","0.051","0.013","0.27","2.2","57","4","240","3.6","7.7","24.6","32.3"
"Western Buffer","WM4","2015-09-04","1","Surface Water","0.5","13","0.08","0.74","0.19","0.036","0.48","1.2","59","4","42","5","7.8","26","29.8"
"Western Buffer","WM4","2015-09-04","1","Middle Water","0.6","15","0.07","0.69","0.15","0.032","0.36","0.7","55","3.8","98","6.3","7.9","25.1","31.3"
"Western Buffer","WM4","2015-09-04","1","Bottom Water","0.4","9.4","0.07","0.64","0.14","0.029","0.33","0.5","55","3.8","85","10","8.3","25","31.5"
"Western Buffer","WM4","2015-10-05","1","Surface Water","0.2","3.5","0.04","0.64","0.021","0.029","0.43","0.6","68","4.5","23","5.3","7.8","28.2","29.8"
"Western Buffer","WM4","2015-10-05","1","Middle Water","0.3","15","0.03","0.64","0.023","0.029","0.42","0.4","75","4.9","56","5.7","7.8","28.2","29.9"
"Western Buffer","WM4","2015-10-05","1","Bottom Water","0.6","23","0.03","0.65","0.033","0.027","0.36","1.3","72","4.8","74","17.5","8","28.2","31"
"Western Buffer","WM4","2015-11-02","1","Surface Water","0.3","2.3","0.04","0.6","0.12","0.019","0.3","2.9","80","5.4","16","4.3","8","26.7","31.1"
"Western Buffer","WM4","2015-11-02","1","Middle Water","0.4","4.6","0.05","0.67","0.15","0.021","0.31","2.7","88","5.9","29","4.2","8.2","26.7","31.2"
"Western Buffer","WM4","2015-11-02","1","Bottom Water","0.3","9.4","0.05","0.47","0.1","0.013","0.19","1.5","92","6.1","39","10.6","8.2","26.7","32.3"
"Western Buffer","WM4","2015-12-04","1","Surface Water","0.4","11","0.04","0.31","0.11","0.02","0.26","1.1","77","5.4","120","4.1","7.7","23.8","32.2"
"Western Buffer","WM4","2015-12-04","1","Middle Water","0.3","13","0.04","0.29","0.088","0.02","0.23","1.4","86","6","90","4.2","7.7","23.9","32.3"
"Western Buffer","WM4","2015-12-04","1","Bottom Water","0.3","11","0.04","0.43","0.078","0.015","0.2","0.5","88","6.1","320","6.5","7.8","24","32.8"
"Western Buffer","WM4","2016-01-07","1","Surface Water","1.6","1.8","0.05","0.63","0.17","0.026","0.41","2.2","83","6.3","130","2.7","7.6","20","31.1"
"Western Buffer","WM4","2016-01-07","1","Middle Water","1.6","1.8","0.04","0.54","0.15","0.021","0.37","1.8","89","6.7","130","2.9","7.6","19.9","31.5"
"Western Buffer","WM4","2016-01-07","1","Bottom Water","0.7","1.4","0.04","0.51","0.16","0.013","0.36","0.8","90","6.8","290","2.8","7.6","19.9","31.5"
"Western Buffer","WM4","2016-02-12","1","Surface Water","0.5","4.1","0.03","0.48","0.15","0.006","0.41","1.1","87","7.2","39","4.5","7.6","16.1","29.4"
"Western Buffer","WM4","2016-02-12","1","Middle Water","0.6","4","0.04","0.53","0.15","0.016","0.39","0.7","91","7.5","42","4.5","7.6","16","29.5"
"Western Buffer","WM4","2016-02-12","1","Bottom Water","0.6","12","0.04","0.46","0.15","0.022","0.37","0.9","91","7.5","82","7.2","7.6","16","30.4"
"Western Buffer","WM4","2016-03-11","1","Surface Water","1.5","1.6","0.02","0.7","0.096","0.004","0.25","6.4","86","7","52","1.7","8.3","16.6","29.8"
"Western Buffer","WM4","2016-03-11","1","Middle Water","1.6","2.4","0.03","0.51","0.14","0.004","0.25","6.8","78","6.4","210","2","8.2","16.6","30"
"Western Buffer","WM4","2016-03-11","1","Bottom Water","0.6","3","0.03","0.48","0.11","0.008","0.19","6","77","6.3","49","2.5","8.3","16.7","30.3"
"Western Buffer","WM4","2016-04-07","1","Surface Water","1.3","7.4","0.05","0.57","0.17","0.003","0.44","0.6","97","7.5","64","1.3","8","19.4","27.9"
"Western Buffer","WM4","2016-04-07","1","Middle Water","1.2","11","0.05","0.78","0.14","0.004","0.31","1.1","97","7.6","54","2.2","8","18.7","30.2"
"Western Buffer","WM4","2016-04-07","1","Bottom Water","0.9","14","0.02","0.47","0.12","0.004","0.24","0.7","99","7.7","48","2.9","8","18.5","31.1"
"Western Buffer","WM4","2016-05-06","1","Surface Water","0.6","2.3","0.09","0.5","0.15","0.02","0.43","0.5","73","5.2","2","6.1","8","24.3","28.2"
"Western Buffer","WM4","2016-05-06","1","Middle Water","0.6","11","0.04","0.56","0.14","0.018","0.32","0.6","63","4.5","9","5.6","8","23.6","29"
"Western Buffer","WM4","2016-05-06","1","Bottom Water","0.5","10","0.04","0.41","0.14","0.017","0.32","0.6","77","5.6","13","5.8","8","23","30"
"Western Buffer","WM4","2016-06-08","1","Surface Water","0.9","1.7","0.1","0.75","0.089","0.022","0.52","6.9","67","5.1","26","1","8","26.9","27.3"
"Western Buffer","WM4","2016-06-08","1","Middle Water","0.8","1.8","0.07","1.19","0.069","0.016","0.39","3.6","55","3.9","43","1.3","8","26.7","27.7"
"Western Buffer","WM4","2016-06-08","1","Bottom Water","0.6","8.1","0.04","1.11","0.029","0.014","0.2","2.9","44","3.4","19","6.6","8","26.4","28.7"
"Western Buffer","WM4","2016-07-07","1","Surface Water","1.8","1.8","0.05","0.62","0.11","0.029","0.6","4.4","76","5.8","30","3.5","7.3","26.5","24.8"
"Western Buffer","WM4","2016-07-07","1","Middle Water","1.5","6","0.03","0.76","0.044","0.021","0.29","1.3","47","3.8","25","3.8","7.3","23.8","31.7"
"Western Buffer","WM4","2016-07-07","1","Bottom Water","1","9.1","0.02","0.64","0.016","0.019","0.23","1.1","31","2.6","17","5","7.2","23.4","32.8"
"Western Buffer","WM4","2016-08-05","1","Surface Water","0.2","4.1","0.04","0.57","0.11","0.028","0.39","1.1","83","5.8","60","8.2","7.8","24.6","30.2"
"Western Buffer","WM4","2016-08-05","1","Middle Water","0.3","9.4","0.03","0.51","0.07","0.019","0.25","1.1","50","3.5","22","6.3","7.8","23.9","31.6"
"Western Buffer","WM4","2016-08-05","1","Bottom Water","0.6","14","0.03","0.52","0.066","0.015","0.23","0.4","49","3.4","28","8.6","7.8","23.6","32.6"
"Western Buffer","WM4","2016-09-07","1","Surface Water","0.3","2.5","0.09","0.69","0.18","0.037","0.53","0.5","74","5","820","5.8","7.8","27.1","29.4"
"Western Buffer","WM4","2016-09-07","1","Middle Water","0.3","8.2","0.05","0.8","0.097","0.031","0.36","0.6","51","3.4","270","5.8","7.8","27.1","30.7"
"Western Buffer","WM4","2016-09-07","1","Bottom Water","0.4","8.6","0.04","0.51","0.081","0.03","0.35","1.6","55","3.7","180","7.1","7.8","27.1","30.8"
"Western Buffer","WM4","2016-10-06","1","Surface Water","0.6","6.5","0.05","0.55","0.15","0.028","0.35","1.5","70","4.6","19","4.1","7.8","28.6","30.7"
"Western Buffer","WM4","2016-10-06","1","Middle Water","0.5","3.9","0.04","0.75","0.12","0.027","0.28","1.1","75","4.9","42","4.5","7.8","28.4","31"
"Western Buffer","WM4","2016-10-06","1","Bottom Water","0.3","11","0.04","0.51","0.092","0.021","0.21","0.8","76","5","200","7.3","7.9","28.3","31.8"
"Western Buffer","WM4","2016-11-04","1","Surface Water","0.1","4.4","0.03","0.59","0.09","0.024","0.28","1.1","81","5.5","12","9.6","7.9","26.1","30.8"
"Western Buffer","WM4","2016-11-04","1","Middle Water","<0.1","7.6","0.04","0.49","0.095","0.019","0.26","1.3","88","6","23","12.4","7.9","26.4","31.1"
"Western Buffer","WM4","2016-11-04","1","Bottom Water","0.3","17","0.05","0.55","0.092","0.022","0.23","1.7","90","6.1","6","14.6","7.9","26.4","31.2"
"Western Buffer","WM4","2016-12-02","1","Surface Water","0.3","6.6","0.03","0.58","0.078","0.021","0.24","1.3","75","5.3","3","6.8","8","23","31.2"
"Western Buffer","WM4","2016-12-02","1","Middle Water","0.2","12","0.04","0.51","0.083","0.022","0.24","1","86","6.1","11","10.6","8","23","31.2"
"Western Buffer","WM4","2016-12-02","1","Bottom Water","0.1","16","0.04","0.45","0.092","0.021","0.25","1.1","86","6.2","10","10.6","8","23","31.2"
"Western Buffer","WM4","2017-01-06","1","Surface Water","1.3","2.2","0.17","0.56","0.11","0.005","0.32","1.9","98","7.5","23","3.3","7.9","20.4","29.7"
"Western Buffer","WM4","2017-01-06","1","Middle Water","1.5","2.6","0.03","0.51","0.12","0.011","0.32","2.1","99","7.5","52","3.3","7.9","20.3","29.7"
"Western Buffer","WM4","2017-01-06","1","Bottom Water","1.3","2.3","0.03","0.53","0.13","0.015","0.3","2.1","96","7.3","34","3.3","7.9","20.3","29.9"
"Western Buffer","WM4","2017-02-03","1","Surface Water","0.5","4.4","0.04","0.7","0.2","0.02","0.4","0.2","75","5.8","36","5.6","7.8","18.8","30.4"
"Western Buffer","WM4","2017-02-03","1","Middle Water","0.5","10","0.06","0.65","0.16","0.014","0.35","0.3","84","6.5","62","8.8","7.8","18.8","30.7"
"Western Buffer","WM4","2017-02-03","1","Bottom Water","0.5","10","0.04","0.62","0.16","0.003","0.35","1.1","84","6.5","66","9.3","7.8","18.8","30.7"
"Western Buffer","WM4","2017-03-02","1","Surface Water","0.5","4.5","0.05","0.79","0.12","0.025","0.3","0.7","83","6.6","16","4.8","7.6","17.6","31.1"
"Western Buffer","WM4","2017-03-02","1","Middle Water","0.5","9.2","0.04","0.6","0.12","0.026","0.3","1.2","90","7.2","27","6.5","7.6","17.4","31.1"
"Western Buffer","WM4","2017-03-02","1","Bottom Water","0.8","10","0.04","0.63","0.12","0.027","0.31","1.4","90","7.2","42","8.1","7.6","17.3","31.1"
"Western Buffer","WM4","2017-04-13","1","Surface Water","0.3","2.7","0.04","1.07","0.16","0.019","0.34","1","84","6.2","23","4","7.8","21.5","31.4"
"Western Buffer","WM4","2017-04-13","1","Middle Water","0.4","3.1","0.04","0.99","0.14","0.019","0.31","0.9","89","6.5","49","3.9","7.9","21.5","31.9"
"Western Buffer","WM4","2017-04-13","1","Bottom Water","0.2","4.7","0.05","0.74","0.076","0.011","0.15","1","92","6.7","1","5","7.9","21.5","32.9"
"Western Buffer","WM4","2017-05-04","1","Surface Water","0.6","1.6","0.15","0.72","0.17","0.01","0.55","0.9","80","5.7","120","2.6","7.9","24.2","28.7"
"Western Buffer","WM4","2017-05-04","1","Middle Water","0.3","2.2","0.06","1.16","0.11","0.009","0.27","0.4","83","5.9","210","3.5","7.9","23.8","31.4"
"Western Buffer","WM4","2017-05-04","1","Bottom Water","0.3","6.3","0.05","1.33","0.099","0.002","0.23","0.5","84","5.9","86","4.1","7.9","23.7","31.8"
"Western Buffer","WM4","2017-06-01","1","Surface Water","0.5","0.8","0.05","0.89","0.15","0.029","0.86","1","90","6.2","1","2.3","7.9","27.6","24.3"
"Western Buffer","WM4","2017-06-01","1","Middle Water","0.3","1.4","0.03","0.76","0.1","0.017","0.33","1.2","85","5.7","5","1.3","7.9","26.4","30.4"
"Western Buffer","WM4","2017-06-01","1","Bottom Water","0.4","1.8","0.02","0.38","0.1","0.016","0.28","1.8","91","6.2","3","3.6","7.9","26.1","32.2"
"Western Buffer","WM4","2017-07-07","1","Surface Water","1.9","8.8","0.1","0.86","0.066","0.008","0.74","17","82","5.8","5","3.9","7.9","26.9","22.1"
"Western Buffer","WM4","2017-07-07","1","Middle Water","0.6","9.8","0.03","0.62","0.13","0.011","0.4","2","27","1.9","10","2.1","7.7","24.5","31.3"
"Western Buffer","WM4","2017-07-07","1","Bottom Water","0.7","9.3","0.04","0.99","0.13","0.012","0.36","2.7","23","1.6","8","2.3","7.7","24.2","32.5"
"Western Buffer","WM4","2017-08-02","1","Surface Water","0.8","9.4","0.06","0.67","0.045","0.02","0.57","5.2","99","7.7","120","2.4","7.9","28.6","21.8"
"Western Buffer","WM4","2017-08-02","1","Middle Water","0.3","12","0.03","0.62","0.027","0.028","0.26","1.5","34","2.3","80","3.1","7.8","26.1","32"
"Western Buffer","WM4","2017-08-02","1","Bottom Water","0.5","12","0.04","0.59","0.026","0.025","0.2","1.4","32","2.2","42","3.8","7.8","25.8","32.9"
"Western Buffer","WM4","2017-09-07","1","Surface Water","0.3","7.6","0.06","1.2","0.064","0.028","0.42","0.8","65","4.4","290","4","7.8","27.3","28.7"
"Western Buffer","WM4","2017-09-07","1","Middle Water","0.4","14","0.04","0.8","0.042","0.022","0.28","0.6","63","4.2","420","8.6","7.8","26.8","31.4"
"Western Buffer","WM4","2017-09-07","1","Bottom Water","0.4","17","0.03","0.93","0.016","0.019","0.2","0.3","64","4.3","190","10.5","7.8","26.8","31.7"
"Western Buffer","WM4","2017-10-04","1","Surface Water","0.4","8.8","0.04","0.58","0.11","0.026","0.35","1.4","78","5.1","1500","6.7","7.9","29.5","29.4"
"Western Buffer","WM4","2017-10-04","1","Middle Water","0.4","12","0.03","0.52","0.12","0.024","0.32","1","60","3.9","1600","8.7","7.9","29.5","29.9"
"Western Buffer","WM4","2017-10-04","1","Bottom Water","0.4","11","0.03","0.55","0.11","0.022","0.28","0.4","60","3.9","1300","8.3","7.9","29.4","30.5"
"Western Buffer","WM4","2017-11-01","1","Surface Water","0.1","4.4","0.03","0.64","0.076","0.014","0.19","1.9","73","4.9","280","3.6","7.9","26","32.8"
"Western Buffer","WM4","2017-11-01","1","Middle Water","0.2","5.5","0.03","0.97","0.076","0.016","0.19","1.4","85","5.8","160","3.7","7.9","26","32.8"
"Western Buffer","WM4","2017-11-01","1","Bottom Water","0.2","9.1","0.03","0.68","0.078","0.018","0.19","1.8","85","5.7","230","6","7.8","26","32.8"
"Western Buffer","WM4","2017-12-06","1","Surface Water","0.6","5.7","0.04","0.71","0.12","0.031","0.31","0.9","82","5.9","1600","3.3","7.8","22.3","32.8"
"Western Buffer","WM4","2017-12-06","1","Middle Water","0.3","8.8","0.04","0.5","0.13","0.029","0.3","0.9","81","5.9","7700","6.7","7.8","22.2","32.9"
"Western Buffer","WM4","2017-12-06","1","Bottom Water","0.3","15","0.05","0.42","0.13","0.032","0.3","0.9","82","5.9","4700","12.4","7.8","22.2","32.9"
"Western Buffer","WM4","2018-01-04","1","Surface Water","0.7","3.2","0.04","0.54","0.14","0.032","0.5","1.7","81","6.3","41","8.1","8.2","18.7","31.6"
"Western Buffer","WM4","2018-01-04","1","Middle Water","0.9","9","0.04","0.44","0.13","0.029","0.44","1.5","93","7.2","34","6.3","8.2","18.7","31.6"
"Western Buffer","WM4","2018-01-04","1","Bottom Water","0.6","19","0.04","0.42","0.17","0.033","0.42","1.6","89","6.9","450","8.8","8.2","18.6","32.1"
"Western Buffer","WM4","2018-02-01","1","Surface Water","1","10","0.02","1.19","0.092","0.009","0.18","1.6","90","7.3","120","2.6","7.7","16.3","32.4"
"Western Buffer","WM4","2018-02-01","1","Middle Water","1","5.4","0.02","0.99","0.086","0.01","0.16","1.7","92","7.4","80","2.9","7.7","16.4","32.5"
"Western Buffer","WM4","2018-02-01","1","Bottom Water","1.5","5.8","0.03","0.59","0.076","0.004","0.14","1.4","93","7.5","33","4","7.7","16.4","32.5"
"Western Buffer","WM4","2018-03-16","1","Surface Water","1.1","5.9","0.02","0.91","0.085","0.009","0.31","1.6","92","7","2","1.4","8.1","20","30.8"
"Western Buffer","WM4","2018-03-16","1","Middle Water","0.8","13","0.03","0.6","0.12","0.012","0.3","2.6","96","7.5","190","2.3","8.1","18.6","31.4"
"Western Buffer","WM4","2018-03-16","1","Bottom Water","0.8","7.4","0.03","0.53","0.12","0.012","0.29","2.5","97","7.5","140","2.8","8.1","18.4","31.7"
"Western Buffer","WM4","2018-04-04","1","Surface Water","0.5","9","0.04","0.69","0.17","0.032","0.49","0.5","69","5.1","240","2.9","7.9","22.3","30.4"
"Western Buffer","WM4","2018-04-04","1","Middle Water","0.8","11","0.03","1","0.13","0.025","0.29","0.6","84","6.1","2000","3.8","7.9","21.9","31.8"
"Western Buffer","WM4","2018-04-04","1","Bottom Water","0.2","16","0.03","0.39","0.1","0.013","0.21","0.9","89","6.5","650","4.7","7.9","21.8","32.2"
"Western Buffer","WM4","2018-05-02","1","Surface Water","0.3","3.2","0.03","0.51","0.14","0.021","0.35","3.3","85","5.9","1300","2.1","8.1","24.7","31.4"
"Western Buffer","WM4","2018-05-02","1","Middle Water","0.4","4.3","0.03","0.53","0.14","0.026","0.3","4.3","89","6.2","4900","2.2","8.1","24.5","31.8"
"Western Buffer","WM4","2018-05-02","1","Bottom Water","0.6","7","0.02","0.59","0.084","0.016","0.19","3.7","94","6.6","1700","4.3","8.1","24.3","32.4"
"Western Buffer","WM4","2018-06-04","1","Surface Water","0.9","3.1","0.02","0.73","0.098","0.015","0.41","5.9","70","4.7","150","0.7","7.9","27.6","29.7"
"Western Buffer","WM4","2018-06-04","1","Middle Water","0.6","1.6","0.03","0.73","0.13","0.017","0.37","3.1","71","4.8","590","0.9","7.9","27","30.7"
"Western Buffer","WM4","2018-06-04","1","Bottom Water","0.3","15","0.03","0.73","0.086","0.017","0.22","1.9","57","3.9","550","4.8","7.8","25.6","32.5"
"Western Buffer","WM4","2018-07-06","1","Surface Water","0.5","6.8","0.03","1.2","0.014","0.031","0.96","2.5","92","6.4","50","3.1","8","28.9","20.8"
"Western Buffer","WM4","2018-07-06","1","Middle Water","0.3","11","0.02","0.65","0.033","0.019","0.25","1.1","37","2.6","1600","3.3","7.9","25","31.7"
"Western Buffer","WM4","2018-07-06","1","Bottom Water","0.1","32","<0.02","1","0.013","0.019","0.11","<0.2","33","2.3","240","10.1","7.9","24","33.8"
"Western Buffer","WM4","2018-08-06","1","Surface Water","1","12","0.03","0.77","0.025","0.02","0.7","7.9","84","5.6","76","1.9","8","29.8","22.6"
"Western Buffer","WM4","2018-08-06","1","Middle Water","0.6","8.2","0.02","0.65","0.037","0.02","0.26","2.2","43","2.9","91","2.7","7.8","26.4","31.9"
"Western Buffer","WM4","2018-08-06","1","Bottom Water","0.4","15","0.03","0.49","0.026","0.019","0.17","0.5","37","2.5","44","5.4","7.8","25.6","33.1"
"Western Buffer","WM4","2018-09-05","1","Surface Water","0.6","3.9","0.04","0.67","0.03","0.025","0.54","1.5","78","5.5","71","3.2","7.9","27.5","20.5"
"Western Buffer","WM4","2018-09-05","1","Middle Water","0.3","6.2","0.03","0.45","0.008","0.019","0.31","0.9","51","3.5","88","2.5","7.9","25.2","29.8"
"Western Buffer","WM4","2018-09-05","1","Bottom Water","0.5","9.2","0.03","0.29","0.02","0.016","0.2","0.8","44","3.1","100","4.4","7.9","24","33.2"
"Western Buffer","WM4","2018-10-03","1","Surface Water","0.4","9","0.04","0.79","0.044","0.032","0.62","0.5","75","5.1","17","2","8.1","27.2","28.1"
"Western Buffer","WM4","2018-10-03","1","Middle Water","0.2","16","0.04","0.61","0.058","0.026","0.41","<0.2","76","5.1","100","5.7","8.1","27.4","30.1"
"Western Buffer","WM4","2018-10-03","1","Bottom Water","0.3","29","0.04","0.55","0.065","0.025","0.38","0.3","76","5.1","80","10.1","8.1","27.4","30.5"
"Western Buffer","WM4","2018-11-01","1","Surface Water","1","3.7","0.02","0.31","0.077","0.013","0.18","2.6","81","5.6","130","1.2","7.9","25.3","32.3"
"Western Buffer","WM4","2018-11-01","1","Middle Water","1.2","2.6","0.02","0.3","0.074","0.013","0.17","2.8","91","6.2","180","1.4","7.9","25.4","32.5"
"Western Buffer","WM4","2018-11-01","1","Bottom Water","0.4","5.8","<0.02","0.28","0.066","0.012","0.15","2.2","92","6.3","370","3.3","7.9","25.5","32.6"
"Western Buffer","WM4","2018-12-03","1","Surface Water","0.5","10","0.03","0.44","0.043","0.004","0.33","1.8","68","4.8","150","2.2","7.8","23.6","31.4"
"Western Buffer","WM4","2018-12-03","1","Middle Water","0.4","11","0.04","0.49","0.07","0.023","0.36","1.3","80","5.7","1100","2.3","7.8","23.3","31.9"
"Western Buffer","WM4","2018-12-03","1","Bottom Water","0.6","5.7","0.04","0.46","0.074","0.022","0.32","0.9","81","5.7","1400","3.3","7.8","23.2","32.3"
"Western Buffer","WM4","2019-01-04","1","Surface Water","0.3","4.2","0.03","0.32","0.089","0.021","0.19","0.5","82","6.2","17","2.2","8","19.3","33.2"
"Western Buffer","WM4","2019-01-04","1","Middle Water","0.3","6.8","0.04","0.47","0.078","0.027","0.18","0.3","90","6.8","57","3.8","8","19.2","33.2"
"Western Buffer","WM4","2019-01-04","1","Bottom Water","0.3","7.4","0.04","0.45","0.072","0.023","0.17","<0.2","91","6.9","32","4.6","8","19.2","33.3"
"Western Buffer","WM4","2019-02-08","1","Surface Water","1.3","2.6","0.05","1.06","0.097","0.015","0.4","4.5","97","7.4","1200","1.2","8","20.1","30.2"
"Western Buffer","WM4","2019-02-08","1","Middle Water","1.4","2.9","0.04","0.82","0.12","0.017","0.39","4","109","8.4","3500","1.2","8","19.6","30.4"
"Western Buffer","WM4","2019-02-08","1","Bottom Water","1.4","5.2","0.03","0.7","0.093","0.016","0.33","3.6","107","8.2","910","2.5","8","19.3","31"
"Western Buffer","WM4","2019-03-25","1","Surface Water","0.2","8.5","0.03","0.89","0.15","0.023","0.36","1","72","5.3","9","1.3","7.8","21.3","30.8"
"Western Buffer","WM4","2019-03-25","1","Middle Water","<0.1","7.4","0.03","0.99","0.15","0.022","0.34","0.8","84","6.2","10","1.7","7.8","21.5","31.3"
"Western Buffer","WM4","2019-03-25","1","Bottom Water","<0.1","12","0.03","0.61","0.12","0.017","0.25","1.1","87","6.4","11","3.2","7.9","21.5","32.3"
"Western Buffer","WM4","2019-04-10","1","Surface Water","0.8","8.6","0.04","0.64","0.14","0.023","0.45","5.6","86","6.1","840","0.6","7.9","24.1","30.1"
