Zone,Parameter1,Parameter2,Correlation,Abs_Correlation,Strength
8,Total Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.055493183416212254,0.055493183416212254,Very Weak
8,Total Nitrogen (mg/L),E. coli (cfu/100mL),0.014690857525889984,0.014690857525889984,Very Weak
8,Total Nitrogen (mg/L),Turbidity (NTU),-0.017802288630706223,0.017802288630706223,Very Weak
8,Total Nitrogen (mg/L),pH,-0.12380240415076477,0.12380240415076477,Very Weak
8,Total Nitrogen (mg/L),Temperature (°C),0.16685350723800474,0.16685350723800474,Very Weak
8,Total Nitrogen (mg/L),Salinity (psu),-0.3803702722555779,0.3803702722555779,Weak
8,Ammonia Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),0.46173854338705744,0.46173854338705744,Moderate
8,Ammonia Nitrogen (mg/L),Total Inorganic Nitrogen (mg/L),0.23091892358593266,0.23091892358593266,Weak
8,Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),-0.29003438981803065,0.29003438981803065,Weak
8,Ammonia Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.16165525319351978,0.16165525319351978,Very Weak
8,Ammonia Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.04636815102764891,0.04636815102764891,Very Weak
8,Ammonia Nitrogen (mg/L),E. coli (cfu/100mL),0.37255952525498104,0.37255952525498104,Weak
8,Ammonia Nitrogen (mg/L),Turbidity (NTU),-0.0037880776210739166,0.0037880776210739166,Very Weak
8,Ammonia Nitrogen (mg/L),pH,-0.1369544542221311,0.1369544542221311,Very Weak
8,Ammonia Nitrogen (mg/L),Temperature (°C),-0.33520053814103373,0.33520053814103373,Weak
8,Ammonia Nitrogen (mg/L),Salinity (psu),0.28579537880245987,0.28579537880245987,Weak
8,Orthophosphate Phosphorus (mg/L),Total Inorganic Nitrogen (mg/L),0.17268114771658016,0.17268114771658016,Very Weak
8,Orthophosphate Phosphorus (mg/L),Chlorophyll-a (μg/L),-0.36332461137262634,0.36332461137262634,Weak
8,Orthophosphate Phosphorus (mg/L),Dissolved Oxygen (%saturation),-0.2388690171173055,0.2388690171173055,Weak
8,Orthophosphate Phosphorus (mg/L),Dissolved Oxygen (mg/L),-0.14643496761297273,0.14643496761297273,Very Weak
8,Orthophosphate Phosphorus (mg/L),E. coli (cfu/100mL),0.1703242765924205,0.1703242765924205,Very Weak
8,Orthophosphate Phosphorus (mg/L),Turbidity (NTU),0.03418430587809438,0.03418430587809438,Very Weak
8,Orthophosphate Phosphorus (mg/L),pH,-0.0014766319478218633,0.0014766319478218633,Very Weak
8,Orthophosphate Phosphorus (mg/L),Temperature (°C),-0.17809065601880752,0.17809065601880752,Very Weak
8,Orthophosphate Phosphorus (mg/L),Salinity (psu),0.15076550488175636,0.15076550488175636,Very Weak
8,Total Inorganic Nitrogen (mg/L),Chlorophyll-a (μg/L),0.18700654129396652,0.18700654129396652,Very Weak
8,Total Inorganic Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.10352430370826743,0.10352430370826743,Very Weak
8,Total Inorganic Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.14564984087594648,0.14564984087594648,Very Weak
8,Total Inorganic Nitrogen (mg/L),E. coli (cfu/100mL),0.10050149068877437,0.10050149068877437,Very Weak
8,Total Inorganic Nitrogen (mg/L),Turbidity (NTU),0.05810148456120852,0.05810148456120852,Very Weak
8,Total Inorganic Nitrogen (mg/L),pH,-0.05766149627297372,0.05766149627297372,Very Weak
8,Total Inorganic Nitrogen (mg/L),Temperature (°C),0.3066096035580607,0.3066096035580607,Weak
8,Total Inorganic Nitrogen (mg/L),Salinity (psu),-0.6246382387434535,0.6246382387434535,Strong
8,Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),0.3777949502801874,0.3777949502801874,Weak
8,Chlorophyll-a (μg/L),Dissolved Oxygen (mg/L),0.2529185713373548,0.2529185713373548,Weak
8,Chlorophyll-a (μg/L),E. coli (cfu/100mL),-0.05410484821788515,0.05410484821788515,Very Weak
8,Chlorophyll-a (μg/L),Turbidity (NTU),-0.011535134576363171,0.011535134576363171,Very Weak
8,Chlorophyll-a (μg/L),pH,0.1490132567234938,0.1490132567234938,Very Weak
8,Chlorophyll-a (μg/L),Temperature (°C),0.3119814768541366,0.3119814768541366,Weak
8,Chlorophyll-a (μg/L),Salinity (psu),-0.4891367451362578,0.4891367451362578,Moderate
8,Dissolved Oxygen (%saturation),Dissolved Oxygen (mg/L),0.9265713473434266,0.9265713473434266,Very Strong
8,Dissolved Oxygen (%saturation),E. coli (cfu/100mL),-0.0978359782570375,0.0978359782570375,Very Weak
8,Dissolved Oxygen (%saturation),Turbidity (NTU),0.016538801741161138,0.016538801741161138,Very Weak
8,Dissolved Oxygen (%saturation),pH,0.12716950915367614,0.12716950915367614,Very Weak
8,Dissolved Oxygen (%saturation),Temperature (°C),-0.07731366750118053,0.07731366750118053,Very Weak
8,Dissolved Oxygen (%saturation),Salinity (psu),-0.14210529356776616,0.14210529356776616,Very Weak
8,Dissolved Oxygen (mg/L),E. coli (cfu/100mL),-0.07003655989950634,0.07003655989950634,Very Weak
8,Dissolved Oxygen (mg/L),Turbidity (NTU),-0.011072694609848699,0.011072694609848699,Very Weak
8,Dissolved Oxygen (mg/L),pH,0.11140094578982387,0.11140094578982387,Very Weak
8,Dissolved Oxygen (mg/L),Temperature (°C),-0.4021310599502389,0.4021310599502389,Moderate
8,Dissolved Oxygen (mg/L),Salinity (psu),-0.0300099588135852,0.0300099588135852,Very Weak
8,E. coli (cfu/100mL),Turbidity (NTU),0.052167040370028575,0.052167040370028575,Very Weak
8,E. coli (cfu/100mL),pH,-0.01527205368610061,0.01527205368610061,Very Weak
8,E. coli (cfu/100mL),Temperature (°C),-0.06373736854585728,0.06373736854585728,Very Weak
8,E. coli (cfu/100mL),Salinity (psu),0.06262393256592398,0.06262393256592398,Very Weak
8,Turbidity (NTU),pH,-0.08943626787899568,0.08943626787899568,Very Weak
8,Turbidity (NTU),Temperature (°C),0.0584904527316262,0.0584904527316262,Very Weak
8,Turbidity (NTU),Salinity (psu),-0.011975219044790382,0.011975219044790382,Very Weak
8,pH,Temperature (°C),0.051863758952232074,0.051863758952232074,Very Weak
8,pH,Salinity (psu),-0.14226986031175198,0.14226986031175198,Very Weak
8,Temperature (°C),Salinity (psu),-0.514104943045715,0.514104943045715,Moderate
9,5-day Biochemical Oxygen Demand (mg/L),Suspended Solids (mg/L),0.1649468052669903,0.1649468052669903,Very Weak
9,5-day Biochemical Oxygen Demand (mg/L),Total Phosphorus (mg/L),0.1874782175610254,0.1874782175610254,Very Weak
9,5-day Biochemical Oxygen Demand (mg/L),Total Nitrogen (mg/L),0.17517187580146354,0.17517187580146354,Very Weak
9,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),0.23309202014593602,0.23309202014593602,Weak
9,5-day Biochemical Oxygen Demand (mg/L),Orthophosphate Phosphorus (mg/L),0.15780100744597023,0.15780100744597023,Very Weak
9,5-day Biochemical Oxygen Demand (mg/L),Total Inorganic Nitrogen (mg/L),0.24055055422521668,0.24055055422521668,Weak
9,5-day Biochemical Oxygen Demand (mg/L),Chlorophyll-a (μg/L),0.5210262114367962,0.5210262114367962,Moderate
9,5-day Biochemical Oxygen Demand (mg/L),Dissolved Oxygen (%saturation),0.2162403613683423,0.2162403613683423,Weak
9,5-day Biochemical Oxygen Demand (mg/L),Dissolved Oxygen (mg/L),0.12396431846076199,0.12396431846076199,Very Weak
9,5-day Biochemical Oxygen Demand (mg/L),E. coli (cfu/100mL),0.31538669423208093,0.31538669423208093,Weak
9,5-day Biochemical Oxygen Demand (mg/L),Turbidity (NTU),0.0069016919501132985,0.0069016919501132985,Very Weak
9,5-day Biochemical Oxygen Demand (mg/L),pH,0.1654678693111127,0.1654678693111127,Very Weak
9,5-day Biochemical Oxygen Demand (mg/L),Temperature (°C),0.23641153743651463,0.23641153743651463,Weak
9,5-day Biochemical Oxygen Demand (mg/L),Salinity (psu),-0.26365318249479147,0.26365318249479147,Weak
9,Suspended Solids (mg/L),Total Phosphorus (mg/L),0.13973110408778452,0.13973110408778452,Very Weak
9,Suspended Solids (mg/L),Total Nitrogen (mg/L),0.08745530056435365,0.08745530056435365,Very Weak
9,Suspended Solids (mg/L),Ammonia Nitrogen (mg/L),0.05161255047001119,0.05161255047001119,Very Weak
9,Suspended Solids (mg/L),Orthophosphate Phosphorus (mg/L),0.02506010750229933,0.02506010750229933,Very Weak
9,Suspended Solids (mg/L),Total Inorganic Nitrogen (mg/L),0.028847346425149297,0.028847346425149297,Very Weak
9,Suspended Solids (mg/L),Chlorophyll-a (μg/L),0.145933086295386,0.145933086295386,Very Weak
9,Suspended Solids (mg/L),Dissolved Oxygen (%saturation),-0.008992688328257812,0.008992688328257812,Very Weak
9,Suspended Solids (mg/L),Dissolved Oxygen (mg/L),-0.054006437020599006,0.054006437020599006,Very Weak
9,Suspended Solids (mg/L),E. coli (cfu/100mL),0.11040130748634566,0.11040130748634566,Very Weak
9,Suspended Solids (mg/L),Turbidity (NTU),-0.03333008114235816,0.03333008114235816,Very Weak
9,Suspended Solids (mg/L),pH,-0.015821299004510472,0.015821299004510472,Very Weak
9,Suspended Solids (mg/L),Temperature (°C),0.1294565330336976,0.1294565330336976,Very Weak
9,Suspended Solids (mg/L),Salinity (psu),-0.0021176730508732874,0.0021176730508732874,Very Weak
9,Total Phosphorus (mg/L),Total Nitrogen (mg/L),0.44317073003177715,0.44317073003177715,Moderate
9,Total Phosphorus (mg/L),Ammonia Nitrogen (mg/L),0.616228103072067,0.616228103072067,Strong
9,Total Phosphorus (mg/L),Orthophosphate Phosphorus (mg/L),0.6253165766886768,0.6253165766886768,Strong
9,Total Phosphorus (mg/L),Total Inorganic Nitrogen (mg/L),0.500082553195516,0.500082553195516,Moderate
9,Total Phosphorus (mg/L),Chlorophyll-a (μg/L),-0.03159624830694366,0.03159624830694366,Very Weak
9,Total Phosphorus (mg/L),Dissolved Oxygen (%saturation),-0.09318828566018729,0.09318828566018729,Very Weak
9,Total Phosphorus (mg/L),Dissolved Oxygen (mg/L),-0.06383446379739441,0.06383446379739441,Very Weak
9,Total Phosphorus (mg/L),E. coli (cfu/100mL),0.4503492321819377,0.4503492321819377,Moderate
9,Total Phosphorus (mg/L),Turbidity (NTU),-0.0771048410918971,0.0771048410918971,Very Weak
9,Total Phosphorus (mg/L),pH,-0.05468161935952645,0.05468161935952645,Very Weak
9,Total Phosphorus (mg/L),Temperature (°C),-0.014653896402850326,0.014653896402850326,Very Weak
9,Total Phosphorus (mg/L),Salinity (psu),-0.0219213527476056,0.0219213527476056,Very Weak
9,Total Nitrogen (mg/L),Ammonia Nitrogen (mg/L),0.5568950916922248,0.5568950916922248,Moderate
9,Total Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),0.5078656955648672,0.5078656955648672,Moderate
9,Total Nitrogen (mg/L),Total Inorganic Nitrogen (mg/L),0.5922115022182346,0.5922115022182346,Moderate
9,Total Nitrogen (mg/L),Chlorophyll-a (μg/L),0.06577149555340736,0.06577149555340736,Very Weak
9,Total Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.15759337704714937,0.15759337704714937,Very Weak
9,Total Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.14460663354038483,0.14460663354038483,Very Weak
9,Total Nitrogen (mg/L),E. coli (cfu/100mL),0.35593839288909596,0.35593839288909596,Weak
9,Total Nitrogen (mg/L),Turbidity (NTU),-0.09522889225526993,0.09522889225526993,Very Weak
9,Total Nitrogen (mg/L),pH,-0.07671288463708469,0.07671288463708469,Very Weak
9,Total Nitrogen (mg/L),Temperature (°C),0.07107845422284767,0.07107845422284767,Very Weak
9,Total Nitrogen (mg/L),Salinity (psu),-0.25465080642093874,0.25465080642093874,Weak
9,Ammonia Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),0.818586029592266,0.818586029592266,Very Strong
9,Ammonia Nitrogen (mg/L),Total Inorganic Nitrogen (mg/L),0.7189736226308558,0.7189736226308558,Strong
9,Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),-0.11331731844018901,0.11331731844018901,Very Weak
9,Ammonia Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.27890409810426053,0.27890409810426053,Weak
9,Ammonia Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.2594224439721812,0.2594224439721812,Weak
9,Ammonia Nitrogen (mg/L),E. coli (cfu/100mL),0.6381953018195777,0.6381953018195777,Strong
9,Ammonia Nitrogen (mg/L),Turbidity (NTU),-0.0494437472013926,0.0494437472013926,Very Weak
9,Ammonia Nitrogen (mg/L),pH,-0.01558511458005832,0.01558511458005832,Very Weak
9,Ammonia Nitrogen (mg/L),Temperature (°C),0.039550080259345914,0.039550080259345914,Very Weak
9,Ammonia Nitrogen (mg/L),Salinity (psu),-0.029482517226213385,0.029482517226213385,Very Weak
9,Orthophosphate Phosphorus (mg/L),Total Inorganic Nitrogen (mg/L),0.6414352030707001,0.6414352030707001,Strong
9,Orthophosphate Phosphorus (mg/L),Chlorophyll-a (μg/L),-0.20561683205788575,0.20561683205788575,Weak
9,Orthophosphate Phosphorus (mg/L),Dissolved Oxygen (%saturation),-0.31371249650515015,0.31371249650515015,Weak
9,Orthophosphate Phosphorus (mg/L),Dissolved Oxygen (mg/L),-0.24597395512319192,0.24597395512319192,Weak
9,Orthophosphate Phosphorus (mg/L),E. coli (cfu/100mL),0.6022236302868543,0.6022236302868543,Strong
9,Orthophosphate Phosphorus (mg/L),Turbidity (NTU),-0.05772908927140832,0.05772908927140832,Very Weak
9,Orthophosphate Phosphorus (mg/L),pH,-0.025999812680912334,0.025999812680912334,Very Weak
9,Orthophosphate Phosphorus (mg/L),Temperature (°C),-0.08480380633682477,0.08480380633682477,Very Weak
9,Orthophosphate Phosphorus (mg/L),Salinity (psu),0.0754719763629604,0.0754719763629604,Very Weak
9,Total Inorganic Nitrogen (mg/L),Chlorophyll-a (μg/L),0.05852599543418908,0.05852599543418908,Very Weak
9,Total Inorganic Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.23631923071104252,0.23631923071104252,Weak
9,Total Inorganic Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.23096708894225781,0.23096708894225781,Weak
9,Total Inorganic Nitrogen (mg/L),E. coli (cfu/100mL),0.464883838212407,0.464883838212407,Moderate
9,Total Inorganic Nitrogen (mg/L),Turbidity (NTU),-0.01728730722746046,0.01728730722746046,Very Weak
9,Total Inorganic Nitrogen (mg/L),pH,-0.09786913067154339,0.09786913067154339,Very Weak
9,Total Inorganic Nitrogen (mg/L),Temperature (°C),0.15364872252787892,0.15364872252787892,Very Weak
9,Total Inorganic Nitrogen (mg/L),Salinity (psu),-0.4226079544074578,0.4226079544074578,Moderate
9,Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),0.24129345349766618,0.24129345349766618,Weak
9,Chlorophyll-a (μg/L),Dissolved Oxygen (mg/L),0.10725611304275587,0.10725611304275587,Very Weak
9,Chlorophyll-a (μg/L),E. coli (cfu/100mL),-0.04535218217070175,0.04535218217070175,Very Weak
9,Chlorophyll-a (μg/L),Turbidity (NTU),0.026529489503362248,0.026529489503362248,Very Weak
9,Chlorophyll-a (μg/L),pH,0.1755643232719714,0.1755643232719714,Very Weak
9,Chlorophyll-a (μg/L),Temperature (°C),0.3302074593476462,0.3302074593476462,Weak
9,Chlorophyll-a (μg/L),Salinity (psu),-0.38682501236657973,0.38682501236657973,Weak
9,Dissolved Oxygen (%saturation),Dissolved Oxygen (mg/L),0.924173246827364,0.924173246827364,Very Strong
9,Dissolved Oxygen (%saturation),E. coli (cfu/100mL),-0.0973543394573642,0.0973543394573642,Very Weak
9,Dissolved Oxygen (%saturation),Turbidity (NTU),0.00505956332227417,0.00505956332227417,Very Weak
9,Dissolved Oxygen (%saturation),pH,0.1266179876915293,0.1266179876915293,Very Weak
9,Dissolved Oxygen (%saturation),Temperature (°C),-0.0760548136828246,0.0760548136828246,Very Weak
9,Dissolved Oxygen (%saturation),Salinity (psu),-0.03385365846374596,0.03385365846374596,Very Weak
9,Dissolved Oxygen (mg/L),E. coli (cfu/100mL),-0.07831692771455395,0.07831692771455395,Very Weak
9,Dissolved Oxygen (mg/L),Turbidity (NTU),-0.05041050978438111,0.05041050978438111,Very Weak
9,Dissolved Oxygen (mg/L),pH,0.1214158346269518,0.1214158346269518,Very Weak
9,Dissolved Oxygen (mg/L),Temperature (°C),-0.4129206297114155,0.4129206297114155,Moderate
9,Dissolved Oxygen (mg/L),Salinity (psu),0.04956505586924723,0.04956505586924723,Very Weak
9,E. coli (cfu/100mL),Turbidity (NTU),-0.019451084470932856,0.019451084470932856,Very Weak
9,E. coli (cfu/100mL),pH,-0.018963668465871608,0.018963668465871608,Very Weak
9,E. coli (cfu/100mL),Temperature (°C),-0.01803680400923652,0.01803680400923652,Very Weak
9,E. coli (cfu/100mL),Salinity (psu),-0.007737609883898313,0.007737609883898313,Very Weak
9,Turbidity (NTU),pH,-0.031097012618934473,0.031097012618934473,Very Weak
9,Turbidity (NTU),Temperature (°C),0.14299377119782933,0.14299377119782933,Very Weak
9,Turbidity (NTU),Salinity (psu),-0.05030346979140472,0.05030346979140472,Very Weak
9,pH,Temperature (°C),0.05240031870102565,0.05240031870102565,Very Weak
9,pH,Salinity (psu),-0.16102337767909924,0.16102337767909924,Very Weak
9,Temperature (°C),Salinity (psu),-0.3991508460467057,0.3991508460467057,Weak
10,5-day Biochemical Oxygen Demand (mg/L),Suspended Solids (mg/L),-0.02722672563387389,0.02722672563387389,Very Weak
10,5-day Biochemical Oxygen Demand (mg/L),Total Phosphorus (mg/L),0.13657240164143356,0.13657240164143356,Very Weak
10,5-day Biochemical Oxygen Demand (mg/L),Total Nitrogen (mg/L),0.21063451726818477,0.21063451726818477,Weak
10,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),0.11419642219666051,0.11419642219666051,Very Weak
10,5-day Biochemical Oxygen Demand (mg/L),Orthophosphate Phosphorus (mg/L),0.09896325658384163,0.09896325658384163,Very Weak
10,5-day Biochemical Oxygen Demand (mg/L),Total Inorganic Nitrogen (mg/L),0.14468467224545825,0.14468467224545825,Very Weak
10,5-day Biochemical Oxygen Demand (mg/L),Chlorophyll-a (μg/L),0.5027033941098122,0.5027033941098122,Moderate
10,5-day Biochemical Oxygen Demand (mg/L),Dissolved Oxygen (%saturation),0.1913265653094245,0.1913265653094245,Very Weak
10,5-day Biochemical Oxygen Demand (mg/L),Dissolved Oxygen (mg/L),0.15728103715256284,0.15728103715256284,Very Weak
10,5-day Biochemical Oxygen Demand (mg/L),E. coli (cfu/100mL),0.21718109504030988,0.21718109504030988,Weak
10,5-day Biochemical Oxygen Demand (mg/L),Turbidity (NTU),-0.04176166133706182,0.04176166133706182,Very Weak
10,5-day Biochemical Oxygen Demand (mg/L),pH,0.20769352735347804,0.20769352735347804,Weak
10,5-day Biochemical Oxygen Demand (mg/L),Temperature (°C),0.10537396868924771,0.10537396868924771,Very Weak
10,5-day Biochemical Oxygen Demand (mg/L),Salinity (psu),-0.27895707314175494,0.27895707314175494,Weak
10,Suspended Solids (mg/L),Total Phosphorus (mg/L),0.08049499069719615,0.08049499069719615,Very Weak
10,Suspended Solids (mg/L),Total Nitrogen (mg/L),0.017112850649837027,0.017112850649837027,Very Weak
10,Suspended Solids (mg/L),Ammonia Nitrogen (mg/L),0.07878092232218822,0.07878092232218822,Very Weak
10,Suspended Solids (mg/L),Orthophosphate Phosphorus (mg/L),0.008592837891445302,0.008592837891445302,Very Weak
10,Suspended Solids (mg/L),Total Inorganic Nitrogen (mg/L),-0.03459939583421564,0.03459939583421564,Very Weak
10,Suspended Solids (mg/L),Chlorophyll-a (μg/L),-0.03094190492416571,0.03094190492416571,Very Weak
10,Suspended Solids (mg/L),Dissolved Oxygen (%saturation),-0.05191068415750114,0.05191068415750114,Very Weak
10,Suspended Solids (mg/L),Dissolved Oxygen (mg/L),-0.0424345685032995,0.0424345685032995,Very Weak
10,Suspended Solids (mg/L),E. coli (cfu/100mL),0.005443046264653795,0.005443046264653795,Very Weak
10,Suspended Solids (mg/L),Turbidity (NTU),0.1434211465896996,0.1434211465896996,Very Weak
10,Suspended Solids (mg/L),pH,-0.011780191800797478,0.011780191800797478,Very Weak
10,Suspended Solids (mg/L),Temperature (°C),-0.025989370088182268,0.025989370088182268,Very Weak
10,Suspended Solids (mg/L),Salinity (psu),0.10281580954565481,0.10281580954565481,Very Weak
10,Total Phosphorus (mg/L),Total Nitrogen (mg/L),0.6957809921721491,0.6957809921721491,Strong
10,Total Phosphorus (mg/L),Ammonia Nitrogen (mg/L),0.6106944512583188,0.6106944512583188,Strong
10,Total Phosphorus (mg/L),Orthophosphate Phosphorus (mg/L),0.852252410724205,0.852252410724205,Very Strong
10,Total Phosphorus (mg/L),Total Inorganic Nitrogen (mg/L),0.7208256784386446,0.7208256784386446,Strong
10,Total Phosphorus (mg/L),Chlorophyll-a (μg/L),-0.026438206801214403,0.026438206801214403,Very Weak
10,Total Phosphorus (mg/L),Dissolved Oxygen (%saturation),-0.13911102620095495,0.13911102620095495,Very Weak
10,Total Phosphorus (mg/L),Dissolved Oxygen (mg/L),-0.10455251063938185,0.10455251063938185,Very Weak
10,Total Phosphorus (mg/L),E. coli (cfu/100mL),0.2159487566790542,0.2159487566790542,Weak
10,Total Phosphorus (mg/L),Turbidity (NTU),-0.027171153766750077,0.027171153766750077,Very Weak
10,Total Phosphorus (mg/L),pH,-0.10659581024704794,0.10659581024704794,Very Weak
10,Total Phosphorus (mg/L),Temperature (°C),-0.05160308806484174,0.05160308806484174,Very Weak
10,Total Phosphorus (mg/L),Salinity (psu),-0.06643277740852935,0.06643277740852935,Very Weak
10,Total Nitrogen (mg/L),Ammonia Nitrogen (mg/L),0.694152838454923,0.694152838454923,Strong
10,Total Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),0.7393263164315137,0.7393263164315137,Strong
10,Total Nitrogen (mg/L),Total Inorganic Nitrogen (mg/L),0.8491268067047147,0.8491268067047147,Very Strong
10,Total Nitrogen (mg/L),Chlorophyll-a (μg/L),0.06575139570081116,0.06575139570081116,Very Weak
10,Total Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.09795229997465646,0.09795229997465646,Very Weak
10,Total Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.07868491984797947,0.07868491984797947,Very Weak
10,Total Nitrogen (mg/L),E. coli (cfu/100mL),0.26582325748241453,0.26582325748241453,Weak
10,Total Nitrogen (mg/L),Turbidity (NTU),-0.035151181154501394,0.035151181154501394,Very Weak
10,Total Nitrogen (mg/L),pH,-0.12736079251445073,0.12736079251445073,Very Weak
10,Total Nitrogen (mg/L),Temperature (°C),0.01883701413784519,0.01883701413784519,Very Weak
10,Total Nitrogen (mg/L),Salinity (psu),-0.25933128225811497,0.25933128225811497,Weak
10,Ammonia Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),0.632429480542745,0.632429480542745,Strong
10,Ammonia Nitrogen (mg/L),Total Inorganic Nitrogen (mg/L),0.719754414251675,0.719754414251675,Strong
10,Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),-0.14820882384476194,0.14820882384476194,Very Weak
10,Ammonia Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.2834532077401617,0.2834532077401617,Weak
10,Ammonia Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.22484361367330782,0.22484361367330782,Weak
10,Ammonia Nitrogen (mg/L),E. coli (cfu/100mL),0.33023462272535625,0.33023462272535625,Weak
10,Ammonia Nitrogen (mg/L),Turbidity (NTU),0.006147675084325926,0.006147675084325926,Very Weak
10,Ammonia Nitrogen (mg/L),pH,-0.15094731873009498,0.15094731873009498,Very Weak
10,Ammonia Nitrogen (mg/L),Temperature (°C),-0.1292134775237664,0.1292134775237664,Very Weak
10,Ammonia Nitrogen (mg/L),Salinity (psu),0.06866523543062816,0.06866523543062816,Very Weak
10,Orthophosphate Phosphorus (mg/L),Total Inorganic Nitrogen (mg/L),0.8207228076561544,0.8207228076561544,Very Strong
10,Orthophosphate Phosphorus (mg/L),Chlorophyll-a (μg/L),-0.06386383372950079,0.06386383372950079,Very Weak
10,Orthophosphate Phosphorus (mg/L),Dissolved Oxygen (%saturation),-0.16433204433019935,0.16433204433019935,Very Weak
10,Orthophosphate Phosphorus (mg/L),Dissolved Oxygen (mg/L),-0.123294160372152,0.123294160372152,Very Weak
10,Orthophosphate Phosphorus (mg/L),E. coli (cfu/100mL),0.20893067147806857,0.20893067147806857,Weak
10,Orthophosphate Phosphorus (mg/L),Turbidity (NTU),-0.02620080751026023,0.02620080751026023,Very Weak
10,Orthophosphate Phosphorus (mg/L),pH,-0.10976979207598479,0.10976979207598479,Very Weak
10,Orthophosphate Phosphorus (mg/L),Temperature (°C),-0.070942451314058,0.070942451314058,Very Weak
10,Orthophosphate Phosphorus (mg/L),Salinity (psu),-0.08557319715616736,0.08557319715616736,Very Weak
10,Total Inorganic Nitrogen (mg/L),Chlorophyll-a (μg/L),0.05122920216543917,0.05122920216543917,Very Weak
10,Total Inorganic Nitrogen (mg/L),Dissolved Oxygen (%saturation),-0.09726336374976052,0.09726336374976052,Very Weak
10,Total Inorganic Nitrogen (mg/L),Dissolved Oxygen (mg/L),-0.08756684051786699,0.08756684051786699,Very Weak
10,Total Inorganic Nitrogen (mg/L),E. coli (cfu/100mL),0.2512529104566245,0.2512529104566245,Weak
10,Total Inorganic Nitrogen (mg/L),Turbidity (NTU),-0.00501992810331963,0.00501992810331963,Very Weak
10,Total Inorganic Nitrogen (mg/L),pH,-0.16664066228466487,0.16664066228466487,Very Weak
10,Total Inorganic Nitrogen (mg/L),Temperature (°C),0.06643175884787383,0.06643175884787383,Very Weak
10,Total Inorganic Nitrogen (mg/L),Salinity (psu),-0.33489610482944376,0.33489610482944376,Weak
10,Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),0.43643395493930465,0.43643395493930465,Moderate
10,Chlorophyll-a (μg/L),Dissolved Oxygen (mg/L),0.3224345900640668,0.3224345900640668,Weak
10,Chlorophyll-a (μg/L),E. coli (cfu/100mL),-0.03804395368458974,0.03804395368458974,Very Weak
10,Chlorophyll-a (μg/L),Turbidity (NTU),-0.013150981529657923,0.013150981529657923,Very Weak
10,Chlorophyll-a (μg/L),pH,0.2273920791807939,0.2273920791807939,Weak
10,Chlorophyll-a (μg/L),Temperature (°C),0.32816690716235924,0.32816690716235924,Weak
10,Chlorophyll-a (μg/L),Salinity (psu),-0.42399169386877145,0.42399169386877145,Moderate
10,Dissolved Oxygen (%saturation),Dissolved Oxygen (mg/L),0.9476164093813233,0.9476164093813233,Very Strong
10,Dissolved Oxygen (%saturation),E. coli (cfu/100mL),-0.11465272346963565,0.11465272346963565,Very Weak
10,Dissolved Oxygen (%saturation),Turbidity (NTU),-0.00010673361869865707,0.00010673361869865707,Very Weak
10,Dissolved Oxygen (%saturation),pH,0.14071421755926192,0.14071421755926192,Very Weak
10,Dissolved Oxygen (%saturation),Temperature (°C),0.02385674769540581,0.02385674769540581,Very Weak
10,Dissolved Oxygen (%saturation),Salinity (psu),-0.24465764042955263,0.24465764042955263,Weak
10,Dissolved Oxygen (mg/L),E. coli (cfu/100mL),-0.10052540795010358,0.10052540795010358,Very Weak
10,Dissolved Oxygen (mg/L),Turbidity (NTU),-0.015554115346324964,0.015554115346324964,Very Weak
10,Dissolved Oxygen (mg/L),pH,0.12573131656426,0.12573131656426,Very Weak
10,Dissolved Oxygen (mg/L),Temperature (°C),-0.26009014545023784,0.26009014545023784,Weak
